"Station","Air Quality","Longitude","Latitude","O3 Hour","O3 Quality","O3 Value","NO2 Hour","NO2 Quality","NO2 Value","PM10 Hour","PM10 Quality","PM10 Value","Generated","Date Time"
"Barcelona - Ciutadella","Good",2.1874,41.3864,"10h","Good",3,"10h","Good",81,NA,NA,NA,"07/11/2018 11:00",1541585103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"10h","Good",38,"10h","Good",34,"10h","Good",8,"07/11/2018 11:00",1541585103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"10h","Good",40,"10h","Good",23,"10h","Good",7,"07/11/2018 11:00",1541585103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"10h","Good",77,"10h","Good",14,"07/11/2018 11:00",1541585103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"10h","Good",69,"10h","Good",5,"10h","Good",5,"07/11/2018 11:00",1541585103
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"11h","Good",21,NA,NA,NA,"07/11/2018 12:00",1541588703
"Barcelona - Eixample","Good",2.1538,41.3853,"11h","Good",26,"11h","Good",42,"11h","Good",16,"07/11/2018 12:00",1541588703
"Barcelona - Gràcia","Good",2.1534,41.3987,"10h","Good",24,"10h","Good",46,NA,NA,NA,"07/11/2018 12:00",1541588703
"Barcelona - Ciutadella","Good",2.1874,41.3864,"11h","Good",29,"11h","Good",50,NA,NA,NA,"07/11/2018 12:00",1541588703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"11h","Good",55,"11h","Good",18,"11h","Good",8,"07/11/2018 12:00",1541588703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"11h","Good",47,"11h","Good",14,"11h","Good",7,"07/11/2018 12:00",1541588703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"11h","Good",52,"11h","Good",14,"07/11/2018 12:00",1541588703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"11h","Good",69,"11h","Good",5,"11h","Good",5,"07/11/2018 12:00",1541588703
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"12h","Good",13,NA,NA,NA,"07/11/2018 13:00",1541592303
"Barcelona - Eixample","Good",2.1538,41.3853,"11h","Good",26,"11h","Good",42,"12h","Good",16,"07/11/2018 13:00",1541592303
"Barcelona - Gràcia","Good",2.1534,41.3987,"10h","Good",24,"10h","Good",46,NA,NA,NA,"07/11/2018 13:00",1541592303
"Barcelona - Ciutadella","Good",2.1874,41.3864,"12h","Good",48,"12h","Good",27,NA,NA,NA,"07/11/2018 13:00",1541592303
"Barcelona - Vall Hebron","Good",2.148,41.4261,"12h","Good",56,"12h","Good",18,"12h","Good",7,"07/11/2018 13:00",1541592303
"Barcelona - Palau Reial","Good",2.1151,41.3875,"12h","Good",54,"12h","Good",6,"12h","Good",7,"07/11/2018 13:00",1541592303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"12h","Good",37,"12h","Good",14,"07/11/2018 13:00",1541592303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"12h","Good",67,"12h","Good",8,"12h","Good",5,"07/11/2018 13:00",1541592303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",18,NA,NA,NA,"07/11/2018 14:00",1541595904
"Barcelona - Eixample","Good",2.1538,41.3853,"13h","Good",34,"13h","Good",38,"14h","Good",16,"07/11/2018 14:00",1541595904
"Barcelona - Gràcia","--",2.1534,41.3987,"12h","--",NA,"12h","--",NA,NA,NA,NA,"07/11/2018 14:00",1541595904
"Barcelona - Ciutadella","Good",2.1874,41.3864,"13h","Good",44,"13h","Good",34,NA,NA,NA,"07/11/2018 14:00",1541595904
"Barcelona - Vall Hebron","Good",2.148,41.4261,"13h","Good",58,"13h","Good",17,"14h","Good",7,"07/11/2018 14:00",1541595904
"Barcelona - Palau Reial","Good",2.1151,41.3875,"13h","Good",47,"13h","Good",16,"14h","Good",7,"07/11/2018 14:00",1541595904
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"13h","Good",30,"14h","Good",15,"07/11/2018 14:00",1541595904
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"13h","Good",68,"13h","Good",10,"14h","Good",5,"07/11/2018 14:00",1541595904
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",18,NA,NA,NA,"07/11/2018 15:00",1541599503
"Barcelona - Eixample","Good",2.1538,41.3853,"13h","Good",34,"13h","Good",38,"15h","Good",17,"07/11/2018 15:00",1541599503
"Barcelona - Gràcia","--",2.1534,41.3987,"13h","--",NA,"13h","--",NA,NA,NA,NA,"07/11/2018 15:00",1541599503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"14h","Good",30,"14h","Good",53,NA,NA,NA,"07/11/2018 15:00",1541599503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"14h","Good",54,"14h","Good",23,"15h","Good",8,"07/11/2018 15:00",1541599503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"14h","Good",47,"14h","Good",22,"15h","Good",8,"07/11/2018 15:00",1541599503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"14h","Good",35,"15h","Good",15,"07/11/2018 15:00",1541599503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"14h","Good",59,"14h","Good",24,"15h","Good",6,"07/11/2018 15:00",1541599503
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"14h","--",NA,NA,NA,NA,"07/11/2018 16:00",1541603102
"Barcelona - Eixample","Good",2.1538,41.3853,"14h","--",NA,"14h","--",NA,"16h","Good",17,"07/11/2018 16:00",1541603102
"Barcelona - Gràcia","Good",2.1534,41.3987,"15h","Good",48,"15h","Good",38,NA,NA,NA,"07/11/2018 16:00",1541603102
"Barcelona - Ciutadella","Good",2.1874,41.3864,"15h","Good",30,"15h","Good",55,NA,NA,NA,"07/11/2018 16:00",1541603102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"15h","Good",66,"15h","Good",20,"15h","Good",8,"07/11/2018 16:00",1541603102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"15h","Good",56,"15h","Good",16,"15h","Good",8,"07/11/2018 16:00",1541603102
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"15h","Good",44,"15h","Good",16,"07/11/2018 16:00",1541603102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"15h","Good",71,"15h","Good",16,"16h","Good",6,"07/11/2018 16:00",1541603102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"16h","Good",16,NA,NA,NA,"07/11/2018 17:00",1541606703
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",42,"16h","Good",50,"17h","Good",18,"07/11/2018 17:00",1541606703
"Barcelona - Gràcia","Good",2.1534,41.3987,"16h","Good",51,"16h","Good",34,NA,NA,NA,"07/11/2018 17:00",1541606703
"Barcelona - Ciutadella","Good",2.1874,41.3864,"16h","Good",47,"16h","Good",39,NA,NA,NA,"07/11/2018 17:00",1541606703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"16h","Good",62,"16h","Good",24,"17h","Good",8,"07/11/2018 17:00",1541606703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"16h","Good",54,"16h","Good",21,"17h","Good",8,"07/11/2018 17:00",1541606703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"16h","Good",41,"17h","Good",16,"07/11/2018 17:00",1541606703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"16h","Good",66,"16h","Good",19,"17h","Good",7,"07/11/2018 17:00",1541606703
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"17h","Good",22,NA,NA,NA,"07/11/2018 18:00",1541610303
"Barcelona - Eixample","Good",2.1538,41.3853,"17h","Good",35,"17h","Good",60,"18h","Good",18,"07/11/2018 18:00",1541610303
"Barcelona - Gràcia","Good",2.1534,41.3987,"17h","Good",42,"17h","Good",46,NA,NA,NA,"07/11/2018 18:00",1541610303
"Barcelona - Ciutadella","Good",2.1874,41.3864,"17h","Good",44,"17h","Good",43,NA,NA,NA,"07/11/2018 18:00",1541610303
"Barcelona - Vall Hebron","Good",2.148,41.4261,"17h","Good",52,"17h","Good",34,"18h","Good",9,"07/11/2018 18:00",1541610303
"Barcelona - Palau Reial","Good",2.1151,41.3875,"17h","Good",49,"17h","Good",28,"18h","Good",9,"07/11/2018 18:00",1541610303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"17h","Good",46,"18h","Good",17,"07/11/2018 18:00",1541610303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"17h","Good",67,"17h","Good",17,"18h","Good",7,"07/11/2018 18:00",1541610303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"18h","Good",60,NA,NA,NA,"07/11/2018 19:00",1541613903
"Barcelona - Eixample","Good",2.1538,41.3853,"18h","Good",17,"18h","Good",73,"19h","Good",19,"07/11/2018 19:00",1541613903
"Barcelona - Gràcia","Good",2.1534,41.3987,"18h","Good",16,"18h","Good",72,NA,NA,NA,"07/11/2018 19:00",1541613903
"Barcelona - Ciutadella","Good",2.1874,41.3864,"17h","Good",44,"17h","Good",43,NA,NA,NA,"07/11/2018 19:00",1541613903
"Barcelona - Vall Hebron","Good",2.148,41.4261,"18h","Good",41,"18h","Good",38,"19h","Good",9,"07/11/2018 19:00",1541613903
"Barcelona - Palau Reial","Good",2.1151,41.3875,"18h","Good",17,"18h","Good",61,"18h","Good",9,"07/11/2018 19:00",1541613903
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"18h","Good",61,"18h","Good",17,"07/11/2018 19:00",1541613903
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"18h","Good",63,"18h","Good",16,"18h","Good",7,"07/11/2018 19:00",1541613903
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"19h","Good",78,NA,NA,NA,"07/11/2018 20:00",1541617503
"Barcelona - Eixample","Good",2.1538,41.3853,"19h","Good",4,"19h","Good",80,"20h","Good",20,"07/11/2018 20:00",1541617503
"Barcelona - Gràcia","Good",2.1534,41.3987,"19h","Good",19,"19h","Good",57,NA,NA,NA,"07/11/2018 20:00",1541617503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"19h","Good",7,"19h","Good",83,NA,NA,NA,"07/11/2018 20:00",1541617503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"19h","Good",35,"19h","Good",41,"20h","Good",9,"07/11/2018 20:00",1541617503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"19h","Good",39,"19h","Good",28,"20h","Good",9,"07/11/2018 20:00",1541617503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"18h","Good",63,"20h","Good",18,"07/11/2018 20:00",1541617503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"19h","Good",61,"19h","Good",16,"20h","Good",7,"07/11/2018 20:00",1541617503
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"20h","Good",65,NA,NA,NA,"07/11/2018 21:00",1541621103
"Barcelona - Eixample","Good",2.1538,41.3853,"20h","Good",3,"20h","Good",78,"21h","Good",20,"07/11/2018 21:00",1541621103
"Barcelona - Gràcia","Good",2.1534,41.3987,"20h","Good",7,"20h","Good",78,NA,NA,NA,"07/11/2018 21:00",1541621103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"20h","Good",7,"20h","Good",83,NA,NA,NA,"07/11/2018 21:00",1541621103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"20h","Good",33,"20h","Good",43,"21h","Good",9,"07/11/2018 21:00",1541621103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"20h","Good",2,"20h","Good",78,"21h","Good",10,"07/11/2018 21:00",1541621103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"20h","Good",75,"21h","Good",18,"07/11/2018 21:00",1541621103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"20h","Good",56,"20h","Good",19,"21h","Good",8,"07/11/2018 21:00",1541621103
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"21h","Good",75,NA,NA,NA,"07/11/2018 22:00",1541624702
"Barcelona - Eixample","Good",2.1538,41.3853,"21h","Good",2,"21h","Good",83,"22h","Good",21,"07/11/2018 22:00",1541624702
"Barcelona - Gràcia","Good",2.1534,41.3987,"21h","Good",15,"21h","Good",63,NA,NA,NA,"07/11/2018 22:00",1541624702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"21h","Good",13,"21h","Good",71,NA,NA,NA,"07/11/2018 22:00",1541624702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"21h","Good",42,"21h","Good",32,"22h","Good",9,"07/11/2018 22:00",1541624702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"21h","Good",27,"21h","Good",38,"22h","Good",10,"07/11/2018 22:00",1541624702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"21h","Good",79,"21h","Good",18,"07/11/2018 22:00",1541624702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"21h","Good",61,"21h","Good",15,"21h","Good",8,"07/11/2018 22:00",1541624702
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/2018 23:00",1541628303
"Barcelona - Eixample","Good",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"23h","Good",21,"07/11/2018 23:00",1541628303
"Barcelona - Gràcia","--",2.1534,41.3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/2018 23:00",1541628303
"Barcelona - Ciutadella","--",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/2018 23:00",1541628303
"Barcelona - Vall Hebron","Good",2.148,41.4261,NA,NA,NA,NA,NA,NA,"23h","Good",9,"07/11/2018 23:00",1541628303
"Barcelona - Palau Reial","Good",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"23h","Good",11,"07/11/2018 23:00",1541628303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"23h","Good",19,"07/11/2018 23:00",1541628303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"23h","Good",8,"07/11/2018 23:00",1541628303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"23h","Good",50,NA,NA,NA,"08/11/2018 0:00",1541631905
"Barcelona - Eixample","Good",2.1538,41.3853,"23h","Good",5,"23h","Good",72,"23h","Good",22,"08/11/2018 0:00",1541631905
"Barcelona - Gràcia","Good",2.1534,41.3987,"23h","Good",24,"23h","Good",43,NA,NA,NA,"08/11/2018 0:00",1541631905
"Barcelona - Ciutadella","Good",2.1874,41.3864,"23h","Good",3,"23h","Good",68,NA,NA,NA,"08/11/2018 0:00",1541631905
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",47,"0h","Good",23,"0h","Good",9,"08/11/2018 0:00",1541631905
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",48,"0h","Good",13,"0h","Good",11,"08/11/2018 0:00",1541631905
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",69,"0h","Good",20,"08/11/2018 0:00",1541631905
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",62,"0h","Good",13,"0h","Good",8,"08/11/2018 0:00",1541631905
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"0h","Good",46,NA,NA,NA,"08/11/2018 1:00",1541635503
"Barcelona - Eixample","Good",2.1538,41.3853,"0h","Good",4,"0h","Good",67,"1h","Good",23,"08/11/2018 1:00",1541635503
"Barcelona - Gràcia","Good",2.1534,41.3987,"0h","Good",7,"0h","Good",58,NA,NA,NA,"08/11/2018 1:00",1541635503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"0h","Good",12,"0h","Good",53,NA,NA,NA,"08/11/2018 1:00",1541635503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",21,"0h","Good",41,"1h","Good",9,"08/11/2018 1:00",1541635503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",34,"0h","Good",20,"1h","Good",11,"08/11/2018 1:00",1541635503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",57,"1h","Good",20,"08/11/2018 1:00",1541635503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",69,"0h","Good",5,"0h","Good",9,"08/11/2018 1:00",1541635503
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"1h","Good",44,NA,NA,NA,"08/11/2018 2:00",1541639103
"Barcelona - Eixample","Good",2.1538,41.3853,"1h","Good",6,"1h","Good",60,"2h","Good",23,"08/11/2018 2:00",1541639103
"Barcelona - Gràcia","Good",2.1534,41.3987,"1h","Good",15,"1h","Good",45,NA,NA,NA,"08/11/2018 2:00",1541639103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"1h","Good",10,"1h","Good",52,NA,NA,NA,"08/11/2018 2:00",1541639103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"1h","Good",33,"1h","Good",30,"2h","Good",9,"08/11/2018 2:00",1541639103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"1h","Good",26,"1h","Good",28,"2h","Good",12,"08/11/2018 2:00",1541639103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"1h","Good",58,"2h","Good",21,"08/11/2018 2:00",1541639103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"1h","Good",65,"1h","Good",7,"2h","Good",9,"08/11/2018 2:00",1541639103
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"2h","Good",42,NA,NA,NA,"08/11/2018 3:00",1541642703
"Barcelona - Eixample","Good",2.1538,41.3853,"2h","Good",14,"2h","Good",45,"2h","Good",23,"08/11/2018 3:00",1541642703
"Barcelona - Gràcia","Good",2.1534,41.3987,"2h","Good",34,"2h","Good",23,NA,NA,NA,"08/11/2018 3:00",1541642703
"Barcelona - Ciutadella","Good",2.1874,41.3864,"2h","Good",26,"2h","Good",33,NA,NA,NA,"08/11/2018 3:00",1541642703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"2h","Good",41,"2h","Good",21,"2h","Good",9,"08/11/2018 3:00",1541642703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"2h","Good",33,"2h","Good",16,"3h","Good",12,"08/11/2018 3:00",1541642703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"2h","Good",41,"3h","Good",21,"08/11/2018 3:00",1541642703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"2h","Good",63,"2h","Good",8,"3h","Good",9,"08/11/2018 3:00",1541642703
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"3h","Good",54,NA,NA,NA,"08/11/2018 4:00",1541646303
"Barcelona - Eixample","Good",2.1538,41.3853,"3h","Good",18,"3h","Good",36,"4h","Good",23,"08/11/2018 4:00",1541646303
"Barcelona - Gràcia","Good",2.1534,41.3987,"3h","Good",39,"3h","Good",16,NA,NA,NA,"08/11/2018 4:00",1541646303
"Barcelona - Ciutadella","Good",2.1874,41.3864,"3h","Good",23,"3h","Good",33,NA,NA,NA,"08/11/2018 4:00",1541646303
"Barcelona - Vall Hebron","Good",2.148,41.4261,"3h","Good",44,"3h","Good",14,"4h","Good",9,"08/11/2018 4:00",1541646303
"Barcelona - Palau Reial","Good",2.1151,41.3875,"3h","Good",43,"3h","Good",7,"4h","Good",12,"08/11/2018 4:00",1541646303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"3h","Good",42,"4h","Good",21,"08/11/2018 4:00",1541646303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"3h","Good",63,"3h","Good",6,"3h","Good",9,"08/11/2018 4:00",1541646303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"4h","Good",33,NA,NA,NA,"08/11/2018 5:00",1541649903
"Barcelona - Eixample","Good",2.1538,41.3853,"4h","Good",11,"4h","Good",41,"5h","Good",23,"08/11/2018 5:00",1541649903
"Barcelona - Gràcia","Good",2.1534,41.3987,"4h","Good",32,"4h","Good",21,NA,NA,NA,"08/11/2018 5:00",1541649903
"Barcelona - Ciutadella","Good",2.1874,41.3864,"4h","Good",24,"4h","Good",29,NA,NA,NA,"08/11/2018 5:00",1541649903
"Barcelona - Vall Hebron","Good",2.148,41.4261,"4h","Good",40,"4h","Good",15,"5h","Good",10,"08/11/2018 5:00",1541649903
"Barcelona - Palau Reial","Good",2.1151,41.3875,"4h","Good",38,"4h","Good",12,"5h","Good",12,"08/11/2018 5:00",1541649903
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"4h","Good",41,"5h","Good",22,"08/11/2018 5:00",1541649903
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"4h","Good",64,"4h","Good",4,"5h","Good",9,"08/11/2018 5:00",1541649903
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"5h","Good",18,NA,NA,NA,"08/11/2018 6:00",1541653503
"Barcelona - Eixample","Good",2.1538,41.3853,"5h","Good",13,"5h","Good",36,"5h","Good",23,"08/11/2018 6:00",1541653503
"Barcelona - Gràcia","Good",2.1534,41.3987,"5h","Good",32,"5h","Good",19,NA,NA,NA,"08/11/2018 6:00",1541653503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"5h","Good",15,"5h","Good",33,NA,NA,NA,"08/11/2018 6:00",1541653503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"5h","Good",40,"5h","Good",12,"5h","Good",10,"08/11/2018 6:00",1541653503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"5h","Good",37,"5h","Good",13,"5h","Good",12,"08/11/2018 6:00",1541653503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"5h","Good",41,"6h","Good",22,"08/11/2018 6:00",1541653503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"5h","Good",61,"5h","Good",5,"6h","Good",9,"08/11/2018 6:00",1541653503
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"6h","Good",20,NA,NA,NA,"08/11/2018 7:00",1541657103
"Barcelona - Eixample","Good",2.1538,41.3853,"6h","Good",7,"6h","Good",46,"7h","Good",23,"08/11/2018 7:00",1541657103
"Barcelona - Gràcia","Good",2.1534,41.3987,"6h","Good",28,"6h","Good",23,NA,NA,NA,"08/11/2018 7:00",1541657103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"6h","Good",7,"6h","Good",38,NA,NA,NA,"08/11/2018 7:00",1541657103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"6h","Good",30,"6h","Good",22,"7h","Good",10,"08/11/2018 7:00",1541657103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"6h","Good",39,"6h","Good",11,"7h","Good",13,"08/11/2018 7:00",1541657103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"6h","Good",41,"7h","Good",22,"08/11/2018 7:00",1541657103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"6h","Good",60,"6h","Good",6,"7h","Good",10,"08/11/2018 7:00",1541657103
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"7h","Good",28,NA,NA,NA,"08/11/2018 8:00",1541660703
"Barcelona - Eixample","Good",2.1538,41.3853,"7h","Good",3,"7h","Good",65,"8h","Good",22,"08/11/2018 8:00",1541660703
"Barcelona - Gràcia","Good",2.1534,41.3987,"7h","Good",20,"7h","Good",37,NA,NA,NA,"08/11/2018 8:00",1541660703
"Barcelona - Ciutadella","Good",2.1874,41.3864,"7h","Good",3,"7h","Good",45,NA,NA,NA,"08/11/2018 8:00",1541660703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"7h","Good",14,"7h","Good",47,"8h","Good",9,"08/11/2018 8:00",1541660703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"7h","Good",36,"7h","Good",17,"8h","Good",13,"08/11/2018 8:00",1541660703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"6h","Good",41,"8h","Good",22,"08/11/2018 8:00",1541660703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"7h","Good",63,"7h","Good",7,"8h","Good",9,"08/11/2018 8:00",1541660703
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"8h","Good",54,NA,NA,NA,"08/11/2018 9:00",1541664304
"Barcelona - Eixample","Good",2.1538,41.3853,"8h","Good",2,"8h","Good",85,"9h","Good",21,"08/11/2018 9:00",1541664304
"Barcelona - Gràcia","Good",2.1534,41.3987,"8h","Good",3,"8h","Good",70,NA,NA,NA,"08/11/2018 9:00",1541664304
"Barcelona - Ciutadella","Good",2.1874,41.3864,"8h","Good",2,"8h","Good",56,NA,NA,NA,"08/11/2018 9:00",1541664304
"Barcelona - Vall Hebron","Good",2.148,41.4261,"8h","Good",4,"8h","Good",70,"8h","Good",10,"08/11/2018 9:00",1541664304
"Barcelona - Palau Reial","Good",2.1151,41.3875,"8h","Good",19,"8h","Good",42,"8h","Good",12,"08/11/2018 9:00",1541664304
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"8h","Good",51,"8h","Good",22,"08/11/2018 9:00",1541664304
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"8h","Good",63,"8h","Good",11,"9h","Good",10,"08/11/2018 9:00",1541664304
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"9h","Good",63,NA,NA,NA,"08/11/2018 10:00",1541667903
"Barcelona - Eixample","Moderate",2.1538,41.3853,"9h","Good",3,"9h","Moderate",101,"10h","Good",21,"08/11/2018 10:00",1541667903
"Barcelona - Gràcia","Good",2.1534,41.3987,"9h","Good",7,"9h","Good",71,NA,NA,NA,"08/11/2018 10:00",1541667903
"Barcelona - Ciutadella","Good",2.1874,41.3864,"9h","Good",2,"9h","Good",67,NA,NA,NA,"08/11/2018 10:00",1541667903
"Barcelona - Vall Hebron","Good",2.148,41.4261,"9h","Good",6,"9h","Good",68,"10h","Good",10,"08/11/2018 10:00",1541667903
"Barcelona - Palau Reial","Good",2.1151,41.3875,"9h","Good",7,"9h","Good",65,"10h","Good",12,"08/11/2018 10:00",1541667903
